folio_incidente,fecha_registro_incidente,id_reporte,fecha_reporte,hora_reporte,clasificacion,reporte,medio_recepcion,alcaldia_catalogo,colonia_catalogo,longitud,latitud
I-20220104-0156,04/01/2022,R-20220104-0256,04/01/2022,12:09:24,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Calzada Jalalpa,-99.2257628,19.3799719
I-20220104-0157,04/01/2022,R-20220104-0231,04/01/2022,11:49:28,Agua Potable,Falta de agua,Redes Sociales (Twitter),Alvaro Obregon,1ra Ampliacion Presidentes,-99.22468007,19.37641251
I-20220104-0158,04/01/2022,R-20220104-0228,04/01/2022,11:48:46,Agua Potable,Falta de agua,Ciudadano (Call Center),Tlalpan,Ejidos De San Pedro Martir,-99.15944338,19.27414171
I-20220104-0159,04/01/2022,R-20220104-0255,04/01/2022,12:08:42,Drenaje,Drenaje Obstruido,Ciudadano (Call Center),Tlahuac,Barrio San Miguel,-98.9638906,19.2230455
I-20220104-0160,04/01/2022,R-20220104-0262,04/01/2022,12:16:05,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Merced Gomez,-99.205768,19.362124
I-20220104-0161,04/01/2022,R-20220104-0244,04/01/2022,11:59:10,Agua Potable,Fuga,Ciudadano (Call Center),Alvaro Obregon,Paseo De Las Lomas,-99.2656374,19.37243991
I-20220104-0162,04/01/2022,R-20220104-0261,04/01/2022,12:14:29,Drenaje,Drenaje Obstruido,Ciudadano (Call Center),Benito Juarez,Del Valle Norte,-99.1684959,19.3999735
I-20220104-0163,04/01/2022,R-20220104-0264,04/01/2022,12:16:18,Agua Potable,Fuga,Redes Sociales (Twitter),Gustavo A. Madero,Residencial Zacatenco,-99.1239874,19.5008463
I-20220104-0163,04/01/2022,R-20220104-0266,04/01/2022,12:18:19,Agua Potable,Fuga,Redes Sociales (Twitter),Gustavo A. Madero,Residencial Zacatenco,-99.1239874,19.5008463
I-20220104-0163,04/01/2022,R-20220104-0080,04/01/2022,09:16:00,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Residencial Zacatenco,-99.1239874,19.5008463
I-20220104-0164,04/01/2022,R-20220104-0242,04/01/2022,11:57:16,Agua Potable,Falta de agua,Ciudadano (Call Center),Iztapalapa,Santa Martha Acatitla Norte,-99.01683569,19.37556739
I-20220104-0165,04/01/2022,R-20220104-0268,04/01/2022,12:19:34,Agua Potable,Fuga,Ciudadano (Call Center),La Magdalena Contreras,San Jeronimo Aculco,-99.2226451,19.3188473
I-20220104-0166,04/01/2022,R-20220104-0249,04/01/2022,12:02:06,Drenaje,Drenaje Obstruido,Ciudadano (Call Center),Tlahuac,Barrio San Miguel,-98.96413565,19.22275186
I-20220104-0167,04/01/2022,R-20220104-0265,04/01/2022,12:17:41,Agua Potable,Falta de agua,Redes Sociales (Facebook),Tlalpan,Pueblo Santo Tomas Ajusco,-99.199948,19.2137859
I-20220104-0168,04/01/2022,R-20220104-0275,04/01/2022,12:25:11,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Pradera 2a Seccion,-99.0632791,19.4736792
I-20220104-0169,04/01/2022,R-20220104-0280,04/01/2022,12:32:04,Drenaje,Drenaje Obstruido,Redes Sociales (Facebook),Alvaro Obregon,Bellavista,-99.1903151,19.3957806
I-20220104-0170,04/01/2022,R-20220104-0267,04/01/2022,12:19:03,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.2280221,19.37797622
I-20220104-0171,04/01/2022,R-20220104-0272,04/01/2022,12:21:34,Agua Potable,Fuga,Ciudadano (Call Center),Miguel Hidalgo,Polanco Iii Seccion,-99.2006527,19.4335127
I-20220104-0172,04/01/2022,R-20220104-0274,04/01/2022,12:23:49,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Piloto Adolfo Lopez Mateos,-99.22153115,19.37588621
I-20220104-0173,04/01/2022,R-20220104-0287,04/01/2022,12:39:33,Agua Potable,Falta de agua,Ciudadano (Call Center),Iztacalco,Agricola Pantitlan,-99.06142473,19.40556387
I-20220104-0174,04/01/2022,R-20220104-0277,04/01/2022,12:27:28,Agua Potable,Fuga,Redes Sociales (Twitter),La Magdalena Contreras,El Toro,-99.24728572,19.3078982
I-20220104-0175,04/01/2022,R-20220104-0283,04/01/2022,12:37:01,Agua Potable,Falta de agua,Ciudadano (Call Center),Iztapalapa,Lomas De Zaragoza,-98.9963709,19.3519203
I-20220104-0176,04/01/2022,R-20220104-0284,04/01/2022,12:37:36,Drenaje,Brote en aguas negras,Ciudadano (Call Center),Cuauhtemoc,Centro,-99.14869308,19.42855337
I-20220104-0177,04/01/2022,R-20220104-0282,04/01/2022,12:36:54,Agua Potable,Fuga,Redes Sociales (Twitter),Gustavo A. Madero,Vasco De Quiroga,-99.09555316,19.49076655
I-20220104-0178,04/01/2022,R-20220104-0297,04/01/2022,12:45:51,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.2285929,19.378299
I-20220104-0179,04/01/2022,R-20220104-0312,04/01/2022,13:01:16,Agua Potable,Falta de agua,Redes Sociales (Twitter),Tlalpan,Ejidos De San Pedro Martir,-99.1593348,19.2740842
I-20220104-0180,04/01/2022,R-20220104-0313,04/01/2022,13:02:08,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Centro,-99.17158842,19.38392729
I-20220104-0181,04/01/2022,R-20220104-0315,04/01/2022,13:02:47,Agua Potable,Fuga,Ciudadano (Call Center),Tlahuac,Barrio San Bartolome,-98.9611611,19.2248706
I-20220104-0182,04/01/2022,R-20220104-0319,04/01/2022,13:06:48,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Ex-Ejido De San Francisco Culhuacan,-99.12935436,19.33125582
I-20220104-0182,04/01/2022,R-20220104-0370,04/01/2022,13:58:48,Agua Potable,Fuga,Ciudadano (Call Center),Coyoacan,Ex-Ejido De San Francisco Culhuacan,-99.12935436,19.33125582
I-20220104-0183,04/01/2022,R-20220104-0320,04/01/2022,13:06:49,Agua Potable,Falta de agua,Ciudadano (Call Center),Cuauhtemoc,Doctores,-99.14708376,19.42138974
I-20220104-0184,04/01/2022,R-20220104-0321,04/01/2022,13:09:03,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito,-99.23197031,19.37780922
I-20220104-0185,04/01/2022,R-20220104-0318,04/01/2022,13:06:40,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Ampliacion Jalalpa,-99.23439503,19.37489939
I-20220104-0186,04/01/2022,R-20220104-0324,04/01/2022,13:12:44,Agua Potable,Falta de agua,Redes Sociales (Facebook),Azcapotzalco,Ampliacion San Pedro Xalpa,-99.21508312,19.47502837
I-20220104-0187,04/01/2022,R-20220104-0323,04/01/2022,13:12:31,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.23419118,19.37405933
I-20220104-0188,04/01/2022,R-20220104-0322,04/01/2022,13:11:33,Agua Potable,Fuga,Ciudadano (Call Center),Gustavo A. Madero,Benito Juarez,-99.14003491,19.53084852
I-20220104-0189,04/01/2022,R-20220104-0325,04/01/2022,13:13:00,Agua Potable,Falta de agua,Ciudadano (Call Center),Iztacalco,Agricola Pantitlan,-99.06131744,19.40613055
I-20220104-0190,04/01/2022,R-20220104-0327,04/01/2022,13:15:17,Agua Potable,Falta de agua,Ciudadano (Call Center),Alvaro Obregon,Jalalpa Tepito 2da Ampliacion,-99.23511922,19.37313829
I-20220104-0191,04/01/2022,R-20220104-0328,04/01/2022,13:15:30,Agua Potable,Falta de agua,Ciudadano (Call Center),Iztacalco,Agricola Pantitlan,-99.0611887,19.40742581
I-20220104-0192,04/01/2022,R-20220104-0329,04/01/2022,13:16:21,Agua Potable,Mal uso,Ciudadano (Call Center),Tlahuac,Jaime Torres Bodet,-98.99730921,19.23256311
I-20220104-0193,04/01/2022,R-20220104-0330,04/01/2022,13:16:50,Agua Potable,Falta de agua,Redes Sociales (Twitter),Cuauhtemoc,Cuauhtemoc,-99.17047262,19.43229695
I-20220104-0194,04/01/2022,R-20220104-0326,04/01/2022,13:13:20,Agua Potable,Falta de agua,Redes Sociales (Twitter),Benito Juarez,Actipan,-99.17734444,19.36901378
I-20220104-0195,04/01/2022,R-20220104-0317,04/01/2022,13:05:28,Agua Potable,Falta de agua,Ciudadano (Call Center),Benito Juarez,Del Valle Centro,-99.17182446,19.39080921
